Name,0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR,Bowler
P Negi,0.5,0.5,0,0,0,0,0,0,caught,2,4,50,SL Malinga
P Negi,0,1,0,0,0,0,0,0,,1,1,100,R Vinay Kumar
F du Plessis,0,1,0,0,0,0,0,0,,1,1,100,SL Malinga
F du Plessis,1,0,0,0,0,0,0,0,caught,0,2,0,R Vinay Kumar
RA Jadeja,0,1,0,0,0,0,0,0,,2,2,100,SL Malinga
RA Jadeja,0,1,0,0,0,0,0,0,,2,2,100,MJ McClenaghan
RA Jadeja,0,0.75,0,0,0.25,0,0,0,,7,4,175,R Vinay Kumar
R Ashwin,0,1,0,0,0,0,0,0,,2,2,100,SL Malinga
R Ashwin,1,0,0,0,0,0,0,0,caught,0,2,0,MJ McClenaghan
MM Sharma,0.5,0.5,0,0,0,0,0,0,,1,2,50,MJ McClenaghan
MM Sharma,0,0,0.4,0,0.2,0,0.4,0,,20,5,400,R Vinay Kumar
LMP Simmons,0.4444444444,0.3333333333,0,0,0,0,0.2222222222,0,,15,9,166.66,R Ashwin
LMP Simmons,0.6875,0,0.125,0,0.125,0,0.0625,0,,18,16,112.5,A Nehra
LMP Simmons,0.2857142857,0.5714285714,0.1428571429,0,0,0,0,0,,6,7,85.71,P Negi
LMP Simmons,0.5714285714,0.1428571429,0.1428571429,0,0,0,0.1428571429,0,caught,9,7,128.57,RA Jadeja
LMP Simmons,0.3333333333,0.3333333333,0.1111111111,0,0.1111111111,0,0.1111111111,0,,15,9,166.66,MM Sharma
LMP Simmons,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,DJ Bravo
PA Patel,0.5555555556,0.3333333333,0,0,0.1111111111,0,0,0,,7,9,77.77,R Ashwin
PA Patel,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,A Nehra
PA Patel,0.125,0.5,0,0,0.25,0,0.125,0,,18,8,225,P Negi
PA Patel,0,1,0,0,0,0,0,0,,1,1,100,RA Jadeja
PA Patel,0,1,0,0,0,0,0,0,,1,1,100,MM Sharma
PA Patel,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,caught,3,3,100,DJ Bravo
RG Sharma,0,0.8,0,0,0.2,0,0,0,,8,5,160,P Negi
RG Sharma,0.25,0.5,0,0,0,0,0.25,0,,8,4,200,RA Jadeja
RG Sharma,0,1,0,0,0,0,0,0,,2,2,100,MM Sharma
RG Sharma,0.6666666667,0.3333333333,0,0,0,0,0,0,caught,1,3,33.33,DJ Bravo
KA Pollard,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,A Nehra
KA Pollard,0,0.5,0,0,0,0,0.5,0,,14,4,350,P Negi
KA Pollard,0.25,0.25,0,0,0.25,0,0.25,0,,11,4,275,MM Sharma
KA Pollard,0.1666666667,0.5,0,0,0,0,0.3333333333,0,caught,15,6,250,DJ Bravo
HH Pandya,1,0,0,0,0,0,0,0,caught,0,1,0,A Nehra
HH Pandya,0,1,0,0,0,0,0,0,,1,1,100,DJ Bravo
AT Rayudu,0.5,0.5,0,0,0,0,0,0,,1,2,50,A Nehra
AT Rayudu,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,MM Sharma
AT Rayudu,0,0.5,0.25,0,0.25,0,0,0,,8,4,200,DJ Bravo
Harbhajan Singh,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,DJ Bravo
J Suchith,0,1,0,0,0,0,0,0,,1,1,100,DJ Bravo
DR Smith,1,0,0,0,0,0,0,0,lbw,0,4,0,SL Malinga
MEK Hussey,0.4,0.6,0,0,0,0,0,0,,3,5,60,SL Malinga
MEK Hussey,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,MJ McClenaghan
MEK Hussey,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,caught,7,3,233.33,R Vinay Kumar
F du Plessis,0,1,0,0,0,0,0,0,,3,3,100,SL Malinga
F du Plessis,0.4444444444,0,0,0,0.4444444444,0,0.1111111111,0,,22,9,244.44,MJ McClenaghan
F du Plessis,0.4,0.4,0.2,0,0,0,0,0,,4,5,80,R Vinay Kumar
F du Plessis,0.2,0.7,0,0,0.1,0,0,0,,11,10,110,Harbhajan Singh
F du Plessis,0.25,0.75,0,0,0,0,0,0,,3,4,75,KA Pollard
F du Plessis,0.3333333333,0.6666666667,0,0,0,0,0,0,caught,2,3,66.66,J Suchith
SK Raina,0.5,0.25,0,0,0,0,0.25,0,,7,4,175,R Vinay Kumar
SK Raina,0.375,0.5,0,0,0,0,0.125,0,caught,10,8,125,Harbhajan Singh
SK Raina,0.125,0.75,0.125,0,0,0,0,0,,8,8,100,KA Pollard
MS Dhoni,1,0,0,0,0,0,0,0,lbw,0,1,0,Harbhajan Singh
DJ Bravo,0.4,0.6,0,0,0,0,0,0,,3,5,60,Harbhajan Singh
DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100,KA Pollard
DJ Bravo,0.4444444444,0.2222222222,0,0,0.2222222222,0,0.1111111111,0,,16,9,177.77,J Suchith
RA Jadeja,0,1,0,0,0,0,0,0,,2,2,100,SL Malinga
RA Jadeja,0.5,0,0,0,0,0,0.5,0,caught,6,2,300,MJ McClenaghan
RA Jadeja,0,1,0,0,0,0,0,0,,1,1,100,R Vinay Kumar
RA Jadeja,0,0.4,0.4,0,0.2,0,0,0,,10,5,200,KA Pollard
P Negi,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,caught,3,3,100,R Vinay Kumar
R Ashwin,0.1428571429,0.4285714286,0.1428571429,0,0.2857142857,0,0,0,caught,13,7,185.71,SL Malinga
R Ashwin,0,0.6666666667,0,0,0,0,0.3333333333,0,,8,3,266.66,MJ McClenaghan
R Ashwin,0,1,0,0,0,0,0,0,,2,2,100,R Vinay Kumar
MM Sharma,0,1,0,0,0,0,0,0,,2,2,100,SL Malinga
MM Sharma,0,1,0,0,0,0,0,0,,1,1,100,MJ McClenaghan
A Nehra,1,0,0,0,0,0,0,0,caught,0,1,0,SL Malinga
CH Gayle,0.75,0.125,0,0,0,0,0.125,0,,7,8,87.5,A Nehra
CH Gayle,0.75,0.1666666667,0,0,0.0833333333,0,0,0,,6,12,50,R Ashwin
CH Gayle,0.5,0.25,0.1666666667,0,0.0833333333,0,0,0,,11,12,91.66,MM Sharma
CH Gayle,0.25,0.5,0,0,0,0,0.25,0,caught,16,8,200,SK Raina
CH Gayle,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,DJ Bravo
V Kohli,0.7142857143,0,0,0,0.1428571429,0,0.1428571429,0,caught,10,7,142.85,A Nehra
V Kohli,0,1,0,0,0,0,0,0,,2,2,100,R Ashwin
AB de Villiers,0.6666666667,0.3333333333,0,0,0,0,0,0,lbw,1,3,33.33,A Nehra
Mandeep Singh,0.6,0.2,0.2,0,0,0,0,0,caught,3,5,60,R Ashwin
Mandeep Singh,0.5,0.5,0,0,0,0,0,0,,1,2,50,MM Sharma
KD Karthik,0.5,0,0,0,0.5,0,0,0,caught,4,2,200,A Nehra
KD Karthik,0.8,0,0.2,0,0,0,0,0,,2,5,40,R Ashwin
KD Karthik,0.25,0.75,0,0,0,0,0,0,,3,4,75,MM Sharma
KD Karthik,0.2222222222,0.3333333333,0.1111111111,0,0.3333333333,0,0,0,,17,9,188.88,SK Raina
KD Karthik,1,0,0,0,0,0,0,0,,0,3,0,DJ Bravo
KD Karthik,0.5,0.5,0,0,0,0,0,0,,1,2,50,P Negi
KD Karthik,0,1,0,0,0,0,0,0,,1,1,100,RA Jadeja
SN Khan,0,1,0,0,0,0,0,0,,2,2,100,A Nehra
SN Khan,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,MM Sharma
SN Khan,0,1,0,0,0,0,0,0,,1,1,100,SK Raina
SN Khan,0.2,0.6,0,0,0.2,0,0,0,caught,7,5,140,DJ Bravo
SN Khan,0.5,0.25,0.25,0,0,0,0,0,,3,4,75,P Negi
SN Khan,0.2,0,0.4,0,0.4,0,0,0,,12,5,240,RA Jadeja
D Wiese,0,0.5,0.5,0,0,0,0,0,,3,2,150,A Nehra
D Wiese,1,0,0,0,0,0,0,0,caught,0,1,0,MM Sharma
D Wiese,0.25,0.25,0.25,0,0,0,0.25,0,,9,4,225,DJ Bravo
HV Patel,0,1,0,0,0,0,0,0,,1,1,100,MM Sharma
HV Patel,0,1,0,0,0,0,0,0,,1,1,100,DJ Bravo
MA Starc,0,1,0,0,0,0,0,0,,1,1,100,DJ Bravo
S Aravind,1,0,0,0,0,0,0,0,,0,1,0,DJ Bravo
DR Smith,0.2857142857,0.4285714286,0,0,0.2857142857,0,0,0,,11,7,157.14,MA Starc
DR Smith,0.4,0.4,0,0,0.2,0,0,0,caught,6,5,120,S Aravind
MEK Hussey,0.375,0.625,0,0,0,0,0,0,,5,8,62.5,MA Starc
MEK Hussey,0.2,0.5,0.2,0,0.1,0,0,0,,13,10,130,S Aravind
MEK Hussey,0.4,0.4,0,0,0.2,0,0,0,,6,5,120,HV Patel
MEK Hussey,0.2727272727,0.6363636364,0,0,0.0909090909,0,0,0,caught,11,11,100,D Wiese
MEK Hussey,0.25,0.5,0,0.0833333333,0,0,0.1666666667,0,,21,12,175,YS Chahal
F du Plessis,0.625,0.25,0,0.125,0,0,0,0,,5,8,62.5,S Aravind
F du Plessis,1,0,0,0,0,0,0,0,,0,3,0,HV Patel
F du Plessis,0.1428571429,0.5714285714,0,0,0.2857142857,0,0,0,,12,7,171.42,D Wiese
F du Plessis,0.25,0.5,0.25,0,0,0,0,0,bowled,4,4,100,YS Chahal
SK Raina,1,0,0,0,0,0,0,0,caught,0,2,0,YS Chahal
MS Dhoni,0.1428571429,0.5714285714,0.1428571429,0,0.1428571429,0,0,0,,10,7,142.85,MA Starc
MS Dhoni,0,1,0,0,0,0,0,0,,1,1,100,S Aravind
MS Dhoni,0.5,0.3,0.2,0,0,0,0,0,caught,7,10,70,HV Patel
MS Dhoni,0.2,0.6,0.2,0,0,0,0,0,,5,5,100,D Wiese
MS Dhoni,0.5,0.5,0,0,0,0,0,0,,3,6,50,YS Chahal
P Negi,0,1,0,0,0,0,0,0,,1,1,100,MA Starc
P Negi,0,0.25,0.5,0,0,0,0.25,0,,11,4,275,HV Patel
P Negi,1,0,0,0,0,0,0,0,,0,1,0,D Wiese
DJ Bravo,1,0,0,0,0,0,0,0,bowled,0,1,0,MA Starc
R Ashwin,0,1,0,0,0,0,0,0,,1,1,100,HV Patel
